NCDD_Code,NCDD_CodeD,Acronym_D,Acronym_C,NCDD_CodeC,Com_Code,OCSCode,Commune,Per_HH_El
8,804,D,C,80412,80412,80412,Sampov Pun,86.665099
21,2101,D,C,210101,210101,210101,Angkor Borei,67.919075
21,2109,D,C,210912,210912,210912,Ta Phem,7.305195
21,2108,M,S,210802,210802,210802,Roka Knong,92.304913
20,2008,M,S,200804,200803,200804,Prasat,0
8,805,D,C,80507,80507,80507,Sandar,0.867679
14,1406,D,C,140608,140608,140608,Preaek Sambuor,0
14,1409,D,C,140908,140908,140908,Preah Sdach,0.03592
14,1403,D,C,140302,140302,140302,Cham,0
21,2109,D,C,210901,210901,210901,Angk Ta Saom,27.976366
14,1406,D,C,140609,140609,140609,Ruessei Srok,0
20,2001,D,C,200105,200105,200105,Me Sar Thngak,0.160385
21,2109,D,C,210910,210910,210910,Samraong,0.307314
7,704,D,C,70403,70403,70403,Snay Anhchit,1.077752
20,2002,D,C,200207,200207,200207,Samlei,14.3809
20,2002,D,C,200208,200208,200208,Samyaong,0
21,2101,D,C,210105,210105,210105,Preaek Phtoul,41.180416
20,2002,D,C,200205,200205,200205,Prey Thum,21.606335
21,2110,D,C,211009,211009,211009,Sambuor,19.120066
21,2110,D,C,211012,211012,211012,Srangae,48.605372
21,2108,M,S,210803,210803,210803,Roka Krau,75.98401
21,2109,D,C,210911,210911,210911,Srae Ronoung,3.865546
18,1804,D,C,180404,180404,180404,Stueng Chhay,39.323843
20,2002,D,C,200202,200202,200202,Nhor,85.12944
20,2002,D,C,200203,200203,200203,Khsaetr,72.749392
21,2109,D,C,210903,210903,210903,Kus,0.721805
14,1406,D,C,140604,140604,140604,Kaoh Roka,10.569106
14,1406,D,C,140605,140605,140605,Kaoh Sampov,1.407688
8,805,D,C,80502,80502,80502,K'am Samnar,1.100917
21,2101,D,C,210103,210103,210103,Kouk Thlok,0
20,2001,D,C,200104,200104,200104,Chres,26.537998
7,704,D,C,70406,70406,70406,Srae Samraong,0
20,2002,D,C,200201,200201,200201,Banteay Krang,0
20,2002,D,C,200206,200206,200206,Reach Montir,17.973856
20,2001,D,C,200109,200109,200109,Samraong,3.192848
21,2110,D,C,211008,211008,211008,Roneam,2.792749
18,1802,D,C,180209,180209,180209,Sameakki,10.283316
21,2109,D,C,210905,210905,210905,Nhaeng Nhang,0.628053
7,704,D,C,70407,70407,70407,Trapeang Reang,7.830552
18,1802,D,C,180204,180204,180204,Cheung Kou,48.321859
21,2110,D,C,211013,211013,211013,Thlok,11.868132
21,2109,D,C,210913,210913,210913,Tram Kak,11.228441
21,2110,D,C,211007,211007,211007,Prey Sloek,58.03838
21,2110,D,C,211004,211004,211004,Khvav,0
20,2002,D,C,200212,200212,200212,Tnaot,23.803967
7,704,D,C,70401,70401,70401,Chres,0
7,704,D,C,70402,70402,70402,Chumpu Voan,0.647733
21,2103,D,C,210305,210305,210305,Kouk Pou,6.77058
20,2001,D,C,200110,200110,200110,Tuol Sdei,0
7,701,D,C,70103,70103,70103,Champei,9.324324
20,2001,D,C,200103,200103,200103,Chantrea,15.873016
21,2110,D,C,211001,211001,211001,Angkanh,0
20,2002,D,C,200211,200211,200211,Thmei,82.115722
7,703,D,C,70311,70311,70311,Neareay,16.717557
7,703,D,C,70304,70304,70304,Chhuk,22.751896
7,703,D,C,70307,70307,70307,Krang Snay,11.994609
21,2103,D,C,210303,210303,210303,Doung Khpos,31.558642
21,2110,D,C,211002,211002,211002,Angk Khnor,27.731959
21,2103,D,C,210301,210301,210301,Borei Cholsar,22.783505
7,703,D,C,70308,70308,70308,Lbaeuk,0
7,701,D,C,70110,70110,70110,Samlanh,16.436555
21,2110,D,C,211006,211006,211006,Angk Kaev,0
7,703,D,C,70310,70310,70310,Mean Chey,0
7,701,D,C,70105,70105,70105,Dan Koum,0
21,2110,D,C,211005,211005,211005,Prambei Mum,17.744705
7,701,D,C,70109,70109,70109,Praphnum,15.696203
7,703,D,C,70314,70314,70314,Tramaeng,0
7,703,D,C,70303,70303,70303,Boeng Nimol,0.068871
21,2105,D,C,210505,210505,210505,Romenh,68.195377
21,2105,D,C,210506,210506,210506,Thlea Prachum,45.260664
21,2110,D,C,211014,211014,211014,Tralach,16.607143
7,703,D,C,70312,70312,70312,Satv Pong,33.57016
21,2110,D,C,211003,211003,211003,Chi Khma,32.793522
7,701,D,C,70101,70101,70101,Angk Phnum Touch,25.283019
7,701,D,C,70102,70102,70102,Ankor Chey,11.38976
7,701,D,C,70104,70104,70104,Dambouk Khpos,0.343915
7,703,D,C,70306,70306,70306,Krang Sbov,0
21,2110,D,C,211010,211010,211010,Sanlung,0
7,707,D,C,70716,70716,70716,Thmei,5
21,2110,D,C,211011,211011,211011,Smaong,61.684558
7,707,D,C,70715,70715,70715,Stueng Kaev,0.378215
21,2103,D,C,210304,210304,210304,Kampong Krasang,36.594912
7,703,D,C,70301,70301,70301,Baniev,0
7,701,D,C,70111,70111,70111,Tani,17.787524
7,703,D,C,70305,70305,70305,Doun Yay,0
7,703,D,C,70313,70313,70313,Trapeang Bei,0
7,707,D,C,70713,70713,70713,Prey Thnang,18.063584
7,705,D,C,70509,70509,70509,Angk  Romeas,0
7,705,D,C,70510,70510,70510,L'ang,0.126342
21,2105,D,C,210502,210502,210502,Pech Sar,8.77193
21,2105,D,C,210503,210503,210503,Prey Khla,2.645273
18,1801,M,S,180105,180105,180105,Kaoh Rung,49.671772
21,2104,D,C,210401,210401,210401,Angk Prasat,24.463739
21,2104,D,C,210406,210406,210406,Kouk Prech,0.035778
7,702,D,C,70214,70214,70214,Voat Angk Khang Cheung,0
7,701,D,C,70108,70108,70108,Phnum Kong,25.139905
7,705,D,C,70501,70501,70501,Damnak Sokram,0
7,705,D,C,70508,70508,70508,Totung,0
7,705,D,C,70505,70505,70505,Mean Ritth,0
7,702,D,C,70205,70205,70205,Samraong Leu,42.682927
7,702,D,C,70204,70204,70204,Samraong Kraom,21.041667
7,701,D,C,70106,70106,70106,Daeum Doung,39.142091
7,702,D,C,70210,70210,70210,Trapeang Sala Khang Kaeut,54.964176
18,1803,D,C,180303,180303,180303,Tumnob Rolok,93.026405
18,1803,D,C,180301,180301,180301,Kampenh,95.595855
18,1802,D,C,180211,180211,180211,Tuek L'ak,24.157956
21,2105,D,C,210501,210501,210501,Krapum Chhuk,7.892293
7,707,D,C,70709,70709,70709,Makprang,84.607746
7,701,D,C,70107,70107,70107,Mroum,16.541353
18,1802,D,C,180210,180210,180210,Samrong,63.802705
7,702,D,C,70215,70215,70215,Voat Angk Khang Tboung,0
18,1803,D,C,180302,180302,180302,Ou Treh,75.107296
18,1802,D,C,180214,180214,180214,Veal Renh,91.552858
21,2103,D,C,210302,210302,210302,Chey Chouk,0
7,705,D,C,70502,70502,70502,Dang Tong,7.53636
7,702,D,C,70211,70211,70211,Trapeang Sala Khang Lech,47.68
21,2104,D,C,210410,210410,210410,Ream Andaeuk,0
21,2105,D,C,210504,210504,210504,Prey Yuthka,0.094787
7,707,D,C,70712,70712,70712,Prey Khmum,31.77305
18,1802,D,C,180212,180212,180212,Tuek Thla,49.519651
7,707,D,C,70705,70705,70705,Kandaol,1.449893
7,705,D,C,70506,70506,70506,Srae Chea Khang Cheung,0
18,1801,M,S,180101,180101,180101,Muoy,99.552684
7,702,D,C,70213,70213,70213,Tuk Meas Khang Lech,43.554443
7,705,D,C,70507,70507,70507,Srae Chea Khang Tboung,3.16092
7,707,D,C,70703,70703,70703,Kampong Kraeng,33.657858
18,1802,D,C,180201,180201,180201,Andoung Thma,59.533722
7,702,D,C,70201,70201,70201,Banteay Meas Khang Kaeut,0
7,707,D,C,70711,70711,70711,Preaek Tnoat,54.554865
21,2104,D,C,210404,210404,210404,Kampeaeng,0.121803
21,2104,D,C,210403,210403,210403,Kamnab,23.816356
7,702,D,C,70202,70202,70202,Banteay Meas Khang lech,0
7,702,D,C,70212,70212,70212,Tuk Meas Khang Kaeut,0
21,2104,D,C,210402,210402,210402,Preah Bat Choan Chum,71.79093
18,1802,D,C,180203,180203,180203,Bet Trang,85.242031
7,702,D,C,70207,70207,70207,Sdach Kong Khang lech,0
7,705,D,C,70503,70503,70503,Khcheay Khang Cheung,0.388727
21,2104,D,C,210408,210408,210408,Prey Ampok,40.281174
18,1802,D,C,180208,180208,180208,Ream,81.238185
18,1802,D,C,180213,180213,180213,Tuol Totueng,54.183267
21,2104,D,C,210409,210409,210409,Prey Rumdeng,4.238014
18,1801,M,S,180103,180103,180103,Bei,99.81605
7,707,D,C,70704,70704,70704,Kampong Samraong,30.88685
7,705,D,C,70504,70504,70504,Khcheay Khang Tboung,0
7,707,D,C,70717,70717,70717,Trapeang Pring,6.393001
7,707,D,C,70707,70707,70707,Kaoh Touch,26.066351
7,708,M,S,70804,70804,70804,Andoung Khmer,93.835616
18,1802,D,C,180207,180207,180207,Prey Nob,75.420168
21,2104,D,C,210405,210405,210405,Kiri Chong Kaoh,86.52536
18,1801,M,S,180102,180102,180102,Pir,100
7,707,D,C,70719,70719,70719,Trapeang Thum,91.096979
18,1801,M,S,180104,180104,180104,Buon,96.221474
7,707,D,C,70701,70701,70701,Boeng Tuk,68.382353
7,706,D,C,70603,70603,70603,Damnak Kantuot Khang Cheung,0
7,706,D,C,70606,70606,70606,Kampong Trach Khang Lech,9.305556
7,706,D,C,70604,70604,70604,Damnak Kantuot Khang Tboung,12.709417
7,708,M,S,70802,70802,70802,Krang Ampil,98.43342
7,708,M,S,70803,70803,70803,Kampong Bay,92.307692
7,707,D,C,70708,70708,70708,Koun Satv,18.161805
18,1802,D,C,180206,180206,180206,Ou Oknha Heng,55.659787
7,706,D,C,70607,70607,70607,Prasat Phnom Khyang•À_,1.500938
21,2104,D,C,210407,210407,210407,Phnum Den,88.276262
7,702,D,C,70206,70206,70206,Sdach Kong Khang Cheung,12.648498
7,707,D,C,70702,70702,70702,Chum Kriel,65.229885
7,702,D,C,70209,70209,70209,Tnoat Chong Srang,0
7,707,D,C,70718,70718,70718,Trapeang Sangkae,45.310958
7,708,M,S,70801,70801,70801,Kampong Kandal,100
7,708,M,S,70805,70805,70805,Traeuy Kaoh,75.586447
18,1802,D,S,180202,180202,180202,Boeng Ta Prum,42.454874
21,2104,D,C,210411,210411,210411,Saom,36.403724
23,2301,D,C,230103,230103,230103,Pong Tuek,21.616628
7,706,D,C,70609,70609,70609,Ang Sophy,43.434343
7,702,D,C,70208,70208,70208,Sdach Kong Khang Tboung,0
23,2302,M,S,230203,230102,230102,Ou Krasar,30.166436
21,2104,D,C,210412,210412,210412,Ta Ou,0
7,702,D,C,70203,70203,70203,Prey Tonle,2.272727
7,706,D,C,70608,70608,70608,Phnom Prasat,0.840336
23,2302,M,S,230202,230202,230202,Prey Thum,58.364312
7,706,D,C,70605,70605,70605,Kampong Trach Khang Kaeut,68.8878
18,1802,D,C,180205,180205,180205,Ou Chrov,78.27502
7,706,D,C,70612,70612,70612,Preaek Kroes,9.937289
7,706,D,C,70601,70601,70601,Boeng Sala Khang Cheung,3.886926
23,2302,M,S,230201,230201,230201,Kaeb,72.770398
7,706,D,C,70615,70615,70615,Svay Tong Khang Cheung,14.613527
23,2301,D,C,230101,230101,230101,Angkaol,0
7,706,D,C,70602,70602,70602,Boeng Sala Khang Tboung,0.299043
7,706,D,C,70613,70613,70613,Ruessei Srok Khang Kaeut,17.799353
7,706,D,C,70614,70614,70614,Ruessei Srok Khang Lech,59.77609
7,706,D,C,70616,70616,70616,Svay Tong Khang Tboung,5.545927
2,209,D,C,20905,20905,20905,Samlout,1.497934
12,1209,K,S,120901,120902,120502,Trapeang Krasang,99.808978
12,1209,K,S,120906,120909,120509,Samraong Kraom,99.824869
12,1209,K,S,120905,120906,120506,Kakab,100
12,1208,K,S,120802,120802,120802,Tuek Thla,100
12,1206,K,S,120601,120601,120601,Stueng Mean chey,99.813468
12,1205,K,S,120510,120510,120510,Prey Sa,98.903509
21,2109,D,C,210907,210907,210907,Trapeang Kranhoung,0.152207
2,210,D,C,21006,21006,21006,Chrey Seima,46.406685
2,211,D,C,21105,21105,21105,Ou Rumduol,32.083333
2,210,D,C,21002,21002,21002,Angkor Ban,75.052854
2,210,D,C,21001,21001,21001,Sampov Lun,62.707838
2,210,D,C,21003,21003,21003,Ta Sda,64.565993
2,210,D,C,21004,21004,21004,Santepheap,52.963272
2,210,D,C,21005,21005,21005,Serei Mean Chey,35.65365
2,211,D,C,21103,21103,21103,Bour,14.180479
2,211,D,C,21104,21104,21104,Barang Thleak,48.151614
2,211,D,C,21101,21101,21101,Phnum Proek,50.946143
2,211,D,C,21102,21102,21102,Pech Chenda,49.520958
15,1502,D,C,150206,150206,150206,Srae Sdok,0
17,1710,M,S,171009,171009,171009,Siem Reab,95.926042
17,1710,M,S,171007,171007,171007,Chong Knies,19.264588
15,1503,D,C,150305,150305,150305,Kampong Luong,18.088468
15,1502,D,C,150205,150205,150205,Reang Til,0
15,1502,D,C,150208,150208,150208,Sya,0.063898
12,1209,K,S,120904,120905,120505,Chaom Chau,99.992341
12,1209,K,S,120910,120923,80806,Kantaok,96.290051
12,1209,K,S,120909,120922,80805,Kamboul,92.757306
