Province,District,Com_Code,Commune,TT_Family,TT_M,TT_F,TT_Both,Both_UP_18,M_18_24,F_18_24,M_25_35,F_25_35,M_36_45,F_36_45,M_46_60,F_46_60,M_UP_61,F_UP_61,M_IM_UP_18,F_IM_UP_18,Both_IM_18,IM_UP_18_P,IM_POP_P
Kandal,Kaoh Thum,080407,Leuk Daek,3205,7355,7999,15354,8270,977,1158,1000,1053,785,749,713,845,437,553,22,5,27,0.33000000000,0.18000000000
Svay Rieng,Svay Chrum,200513,Svay Angk,1538,3007,3043,6050,4066,407,399,585,562,393,412,369,424,245,270,35,18,53,1.30000000000,0.88000000000
Takeo,Prey Kabbas,210604,Char,2095,4775,4992,9767,5927,560,589,807,868,506,525,526,545,480,521,20,16,36,0.61000000000,0.37000000000
Kampong Speu,Kong Pisei,050307,Prey Vihear,2221,5363,5557,10920,6405,694,677,924,1013,559,561,555,609,330,483,15,23,38,0.59000000000,0.35000000000
Svay Rieng,Svay Chrum,200501,Angk Ta Sou,1635,3501,3827,7328,4575,499,522,586,695,443,462,335,540,253,240,17,9,26,0.57000000000,0.35000000000
Svay Rieng,Rumduol,200308,Sangkae,1236,2409,2620,5029,3504,354,372,403,448,337,356,333,418,209,274,38,13,51,1.46000000000,1.01000000000
Prey Veng,Kampong Trabaek,140305,Kansoam Ak,2412,5481,5948,11429,6709,624,751,730,778,686,782,656,676,514,512,38,24,62,0.92000000000,0.54000000000
Svay Rieng,Rumduol,200309,Svay Chek,1412,3265,3488,6753,4229,538,495,571,581,401,479,308,425,193,238,180,158,338,7.99000000000,5.01000000000
Takeo,Bati,210213,Tnaot,1589,3612,3934,7546,5051,501,540,703,739,454,477,341,479,338,479,3,6,9,0.18000000000,0.12000000000
Kampong Speu,Basedth,050113,Kak,1311,3062,3241,6303,3705,460,409,483,543,330,400,267,351,201,261,0,6,6,0.16000000000,0.10000000000
Prey Veng,Peam Chor,140607,Preaek Krabau,1036,2641,2728,5369,3637,456,591,397,490,366,409,297,277,178,176,0,0,0,0.00000000000,0.00000000000
Prey Veng,Preah Sdach,140910,Rumchek,3381,8030,8311,16341,10057,1099,1084,1239,1388,923,972,854,1003,707,788,24,42,66,0.66000000000,0.40000000000
Takeo,Samraong,210707,Rovieng,3808,9461,9468,18929,12280,1281,1213,2156,1686,1058,1178,854,1029,824,1001,28,18,46,0.37000000000,0.24000000000
Prey Veng,Peam Chor,140601,Angkor Angk,1147,2813,2887,5700,3114,440,453,434,455,255,297,234,261,136,149,0,0,0,0.00000000000,0.00000000000
Svay Rieng,Svay Chrum,200517,Thlok,1421,3019,3278,6297,4277,495,477,586,623,366,395,349,476,220,290,168,107,275,6.43000000000,4.37000000000
Svay Rieng,Rumduol,200307,Pong Tuek,1683,3244,3616,6860,4738,516,494,560,632,476,532,453,549,256,270,2,0,2,0.04000000000,0.03000000000
Svay Rieng,Svay Teab,200702,Kokir Saom,1816,3907,3972,7879,4199,462,426,564,604,481,501,317,387,235,222,2,1,3,0.07000000000,0.04000000000
Kampong Speu,Basedth,050104,Pheakdei,1285,3204,3413,6617,3484,392,430,421,495,339,360,278,364,204,201,17,8,25,0.72000000000,0.38000000000
Kandal,Leuk Daek,080505,Preaek Dach,1571,4083,4224,8307,4786,702,663,587,620,440,420,359,461,243,291,49,21,70,1.46000000000,0.84000000000
Prey Veng,Preah Sdach,140907,Lvea,1724,4016,4352,8368,4959,523,554,583,655,425,515,416,553,353,382,8,8,16,0.32000000000,0.19000000000
Takeo,Prey Kabbas,210607,Kdanh,1484,3361,3579,6940,4040,451,472,479,435,410,443,324,456,303,267,37,28,65,1.61000000000,0.94000000000
Takeo,Prey Kabbas,210613,Tang Yab,1916,4209,4727,8936,5693,618,628,770,877,480,525,393,535,343,524,36,26,62,1.09000000000,0.69000000000
Kampong Speu,Basedth,050105,Pheari Mean Chey,1762,4335,4534,8869,5342,694,640,779,787,426,496,416,561,218,325,2,4,6,0.11000000000,0.07000000000
Takeo,Prey Kabbas,210612,Snao,1454,3091,3377,6468,3993,480,476,495,531,323,363,320,429,289,287,5,4,9,0.23000000000,0.14000000000
Takeo,Samraong,210705,Khvav,3456,7967,8569,16536,10218,1142,1138,1274,1437,939,1058,773,998,656,803,37,54,91,0.89000000000,0.55000000000
Takeo,Samraong,210704,Chumreah Pen,3047,7519,7536,15055,9385,1198,1078,1321,1298,823,894,735,940,481,617,27,19,46,0.49000000000,0.31000000000
Prey Veng,Kampong Trabaek,140311,Prey Chhor,1687,3767,5094,8861,5680,512,725,499,837,437,683,447,724,372,444,31,17,48,0.85000000000,0.54000000000
Kandal,Kaoh Thum,080405,Kaoh Thum Kha,1588,3998,3817,7815,5680,701,627,867,797,485,492,462,512,353,384,3,6,9,0.16000000000,0.12000000000
Svay Rieng,Svay Chrum,200510,Kraol Kou,2907,6034,6425,12459,8417,838,830,1047,1114,851,966,710,868,522,671,59,22,81,0.96000000000,0.65000000000
Svay Rieng,Rumduol,200303,Kampong Chak,1282,2587,2704,5291,3609,400,416,482,463,355,375,279,334,238,267,29,19,48,1.33000000000,0.91000000000
Kampong Speu,Basedth,050109,Pou Mreal,2269,4963,5602,10565,6410,685,718,723,805,611,770,449,552,497,600,2,2,4,0.06000000000,0.04000000000
Kampong Speu,Basedth,050111,Tuol Ampil,2284,5365,5476,10841,5944,694,671,669,747,585,649,595,578,346,410,3,1,4,0.07000000000,0.04000000000
Koh Kong,Kiri Sakor,090202,Phnhi Meas,249,553,495,1048,639,79,63,99,89,57,51,65,53,45,38,28,28,56,8.76000000000,5.34000000000
Prey Veng,Preah Sdach,140906,Krang Svay,1936,4363,4662,9025,5397,680,726,661,699,497,545,406,506,291,386,29,20,49,0.91000000000,0.54000000000
Svay Rieng,Svay Teab,200706,Prey Ta Ei,877,1861,1934,3795,2421,258,244,350,333,244,286,188,226,125,167,1,3,4,0.17000000000,0.11000000000
Kandal,Kaoh Thum,080404,Kaoh Thum Ka,1324,3333,3739,7072,4791,616,467,661,730,360,460,272,536,282,407,37,44,81,1.69000000000,1.15000000000
Takeo,Samraong,210710,Sla,1918,4263,4499,8762,5276,614,599,757,815,491,516,366,478,288,352,25,27,52,0.99000000000,0.59000000000
Prey Veng,Peam Chor,140610,Svay Phluoh,1414,3420,3801,7221,4167,455,541,501,482,411,430,449,463,202,233,14,9,23,0.55000000000,0.32000000000
Svay Rieng,Svay Chrum,200509,Kouk Pring,2291,4976,5498,10474,6422,662,646,742,963,512,660,675,646,506,410,37,43,80,1.25000000000,0.76000000000
Kampong Speu,Basedth,050101,Basedth,2681,5838,6293,12131,7717,825,855,986,1071,713,793,631,717,513,613,32,6,38,0.49000000000,0.31000000000
Kandal,Kaoh Thum,080403,Kampong Kong,2602,7249,7222,14471,9016,1026,925,936,1025,754,741,710,866,932,1101,32,35,67,0.74000000000,0.46000000000
Prey Veng,Kampong Trabaek,140307,Kampong Trabaek,1976,4228,4471,8699,5319,534,575,716,825,584,608,430,512,245,290,23,13,36,0.68000000000,0.41000000000
Svay Rieng,Svay Teab,200711,Svay Rumpear,1122,2202,2368,4570,3009,371,375,427,442,270,283,209,286,127,219,0,0,0,0.00000000000,0.00000000000
Koh Kong,Srae Ambel,090602,Chi Kha Kraom,646,1770,1723,3493,1942,264,262,203,216,192,186,201,190,115,113,7,12,19,0.98000000000,0.54000000000
Prey Veng,Kampong Trabaek,140309,Prasat,2588,5898,6110,12008,7630,881,824,1084,1184,694,782,653,846,270,412,23,10,33,0.43000000000,0.27000000000
Kampong Speu,Basedth,050103,Nitean,1839,4200,4498,8698,5283,591,605,646,727,486,570,389,528,346,395,2,1,3,0.06000000000,0.03000000000
Takeo,Prey Kabbas,210610,Prey Lvea,1639,3503,3942,7445,4832,464,527,557,617,406,508,435,541,364,413,34,44,78,1.61000000000,1.05000000000
Svay Rieng,Svay Chrum,200512,Pouthi Reach,1765,4240,4374,8614,5302,589,528,645,689,512,565,522,596,245,411,0,0,0,0.00000000000,0.00000000000
Kampot,Chhuk,070309,Trapeang Phleang,2607,6220,6280,12500,6583,983,893,809,797,715,807,543,606,199,231,7,34,41,0.62000000000,0.33000000000
Takeo,Prey Kabbas,210611,Prey Phdau,2136,4668,5105,9773,6180,687,696,754,861,591,617,439,597,420,518,120,53,173,2.80000000000,1.77000000000
Takeo,Prey Kabbas,210606,Kampong Reab,1737,3658,3566,7224,4068,516,452,490,490,387,397,357,406,250,323,86,47,133,3.27000000000,1.84000000000
Kandal,Kaoh Thum,080411,Preaek Thmei,4259,10048,10215,20263,13457,1238,1262,1430,1543,1248,1381,1184,1284,1441,1446,68,47,115,0.85000000000,0.57000000000
Kampong Speu,Basedth,050106,Phong,1887,4073,4356,8429,5129,684,718,650,734,443,538,410,430,245,277,1,0,1,0.02000000000,0.01000000000
Prey Veng,Preah Sdach,140909,Reathor,1572,3624,3515,7139,4025,374,405,547,519,505,402,348,354,243,328,31,18,49,1.22000000000,0.69000000000
Takeo,Prey Kabbas,210603,Champa,1745,3756,3983,7739,4965,490,557,535,598,480,554,467,495,380,409,12,11,23,0.46000000000,0.30000000000
Takeo,Samraong,210708,Samraong,1553,3848,3742,7590,4869,542,529,541,640,426,432,359,467,564,369,31,38,69,1.42000000000,0.91000000000
Svay Rieng,Svay Teab,200708,Romeang Thkaol,1486,3009,3309,6318,4172,440,503,551,582,354,435,397,458,184,268,10,1,11,0.26000000000,0.17000000000
Svay Rieng,Svay Rieng,200607,Sangkhoar,1644,3993,4385,8378,5325,573,501,630,583,528,587,478,688,316,441,9,5,14,0.26000000000,0.17000000000
Kandal,Leuk Daek,080504,Peam Reang,1592,3701,3939,7640,3903,496,476,421,471,413,444,383,397,197,205,12,22,34,0.87000000000,0.45000000000
Takeo,Samraong,210703,Cheung Kuon,1882,4891,5130,10021,6144,658,623,758,902,605,648,521,670,328,431,54,29,83,1.35000000000,0.83000000000
Kampot,Chum Kiri,070404,Srae Chaeng,2186,4912,5093,10005,5544,767,772,727,823,559,615,417,450,183,231,46,90,136,2.45000000000,1.36000000000
Prey Veng,Preah Sdach,140904,Chey Kampok,2325,5392,5853,11245,7025,758,689,914,1095,698,736,531,712,366,526,41,17,58,0.83000000000,0.52000000000
Takeo,Prey Kabbas,210602,Ban Kam,1629,4720,4919,9639,5559,568,607,675,807,534,438,552,601,374,403,53,35,88,1.58000000000,0.91000000000
Kampong Speu,Basedth,050107,Pou Angkrang,3330,8171,8543,16714,10364,1143,1151,1356,1505,943,1056,855,1002,601,752,4,4,8,0.08000000000,0.05000000000
Svay Rieng,Svay Chrum,200514,Svay Chrum,1189,2717,2917,5634,3783,448,489,584,616,340,352,289,372,109,184,17,7,24,0.63000000000,0.43000000000
Takeo,Samraong,210701,Boeng Tranh Khang Cheung,2469,5408,6072,11480,7463,850,897,740,1014,762,780,574,727,542,577,81,36,117,1.57000000000,1.02000000000
Prey Veng,Kampong Trabaek,140310,Pratheat,2349,5585,5687,11272,6568,754,781,914,880,630,690,535,593,375,416,34,25,59,0.90000000000,0.52000000000
Koh Kong,Srae Ambel,090601,Boeng Preav,1253,3105,3283,6388,3577,453,470,476,470,360,396,343,359,87,163,18,10,28,0.78000000000,0.44000000000
Prey Veng,Kampong Trabaek,140301,Ansaong,1658,3862,4028,7890,4857,481,561,626,651,471,526,465,478,278,320,35,21,56,1.15000000000,0.71000000000
Kampot,Chhuk,070302,Takaen,2592,5862,5689,11551,5917,877,799,769,735,511,586,541,580,252,267,67,78,145,2.45000000000,1.26000000000
Svay Rieng,Svay Rieng,200605,Chek,2118,4753,5145,9898,6191,675,805,660,780,603,694,674,743,246,311,14,15,29,0.47000000000,0.29000000000
Svay Rieng,Svay Chrum,200507,Chheu Teal,2652,5467,5868,11335,6880,711,760,868,984,635,746,655,715,329,477,48,20,68,0.99000000000,0.60000000000
Takeo,Tram Kak,210906,Ou Saray,3135,6679,6897,13576,7896,1034,1024,1047,1096,726,719,508,580,536,626,170,100,270,3.42000000000,1.99000000000
Svay Rieng,Svay Chrum,200505,Ta Suos,2644,6090,6480,12570,8856,841,909,1059,1134,880,942,772,873,667,779,11,6,17,0.19000000000,0.14000000000
Svay Rieng,Svay Teab,200709,Sambuor,1947,3982,4222,8204,5554,733,735,628,703,479,544,482,611,287,352,3,8,11,0.20000000000,0.13000000000
Koh Kong,Srae Ambel,090606,Srae Ambel,2537,7053,6615,13668,7111,920,934,889,852,869,640,637,529,406,435,20,36,56,0.79000000000,0.41000000000
Takeo,Samraong,210709,Soengh,2350,5025,5502,10527,6678,716,747,926,994,586,702,523,664,339,481,97,53,150,2.25000000000,1.42000000000
Takeo,Prey Kabbas,210608,Pou Rumchak,1855,4268,4334,8602,5508,669,633,863,866,402,465,394,512,316,388,122,87,209,3.79000000000,2.43000000000
Takeo,Prey Kabbas,210605,Kampeaeng,1863,4803,4792,9595,6194,606,599,870,858,614,525,573,740,378,431,128,214,342,5.52000000000,3.56000000000
Svay Rieng,Svay Teab,200704,Monourom,311,615,622,1237,718,103,118,116,110,52,61,42,50,36,30,0,1,1,0.14000000000,0.08000000000
Kampong Speu,Basedth,050108,Pou Chamraeun,1697,4104,4347,8451,5081,564,660,605,584,420,504,374,513,402,455,4,2,6,0.12000000000,0.07000000000
Takeo,Samraong,210702,Boeng Tranh Khang Tboung,2915,6387,6991,13378,7928,809,880,829,1031,811,968,805,846,461,488,18,5,23,0.29000000000,0.17000000000
Koh Kong,Botum Sakor,090103,Ta Noun,412,833,839,1672,942,121,160,119,96,86,96,94,92,33,45,17,30,47,4.99000000000,2.81000000000
Prey Veng,Preah Sdach,140901,Angkor Reach,2699,5837,6373,12210,7417,770,774,829,972,678,745,601,762,635,651,47,33,80,1.08000000000,0.66000000000
Preah Sihanouk,Kampong Seila,180401,Chamkar Luong,452,1152,1133,2285,1304,186,193,184,176,97,106,130,142,40,50,6,9,15,1.15000000000,0.66000000000
Svay Rieng,Svay Teab,200705,Popeaet,1154,2770,2864,5634,3458,348,370,369,460,348,383,268,327,276,309,3,11,14,0.40000000000,0.25000000000
Prey Veng,Preah Sdach,140911,Sena Reach Otdam,2795,6396,6765,13161,7728,894,882,880,926,736,839,697,777,527,570,23,9,32,0.41000000000,0.24000000000
Kandal,Kaoh Thum,080402,Chrouy Ta Kaev,1860,4962,4880,9842,6448,785,678,768,703,670,664,623,549,387,621,0,0,0,0.00000000000,0.00000000000
Prey Veng,Kampong Trabaek,140313,Thkov,1522,3207,3628,6835,4281,435,399,536,633,412,477,346,469,242,332,10,7,17,0.40000000000,0.25000000000
Prey Veng,Kampong Trabaek,140308,Peam Montear,2442,6187,6239,12426,7322,803,804,904,902,748,803,681,719,469,489,95,48,143,1.95000000000,1.15000000000
Svay Rieng,Svay Rieng,200602,Prey Chhlak,720,1626,1757,3383,2225,254,240,337,317,230,264,202,219,54,108,21,16,37,1.66000000000,1.09000000000
Prey Veng,Preah Sdach,140903,Boeng Daol,2741,6471,6726,13197,7350,669,678,820,895,780,836,652,931,546,543,24,19,43,0.59000000000,0.33000000000
Takeo,Prey Kabbas,210609,Prey Kabbas,1518,3868,3796,7664,5045,540,512,746,648,443,485,405,477,350,439,22,19,41,0.81000000000,0.53000000000
Kandal,Kaoh Thum,080410,Preaek Sdei,4068,12047,10885,22932,12914,1252,1103,1420,1091,1571,1253,1522,1316,1215,1171,100,35,135,1.05000000000,0.59000000000
Takeo,Samraong,210711,Trea,2089,5263,5498,10761,6439,820,821,811,882,502,562,476,638,437,490,155,110,265,4.12000000000,2.46000000000
Svay Rieng,Bavet,200802,Bavet,2939,6006,6062,12068,8161,868,868,1302,1277,764,774,736,839,324,409,5,5,10,0.12000000000,0.08000000000
Svay Rieng,Bavet,200803,Chrak Mtes,2260,5393,5668,11061,7275,884,905,966,1069,745,723,581,674,298,430,3,4,7,0.10000000000,0.06000000000
Takeo,Tram Kak,210914,Trapeang Thum Khang Cheung,1822,4120,4333,8453,5516,550,567,614,649,484,520,449,489,592,602,44,59,103,1.87000000000,1.22000000000
Prey Veng,Peam Chor,140602,Kampong Prasat,1130,2536,2649,5185,2970,295,280,365,370,354,383,348,323,110,142,45,52,97,3.27000000000,1.87000000000
Takeo,Angkor Borei,210104,Ponley,1495,3611,3765,7376,4752,485,485,629,642,553,573,424,457,229,275,72,50,122,2.57000000000,1.65000000000
Prey Veng,Peam Chor,140603,Kaoh Chek,1362,3109,3231,6340,3794,510,523,613,631,327,322,310,350,94,114,17,13,30,0.79000000000,0.47000000000
Koh Kong,Botum Sakor,090104,Thma Sa,1833,5094,5174,10268,5585,487,490,643,648,628,635,690,719,306,339,19,49,68,1.22000000000,0.66000000000
Takeo,Tram Kak,210902,Cheang Tong,2517,5696,6223,11919,7703,803,810,866,959,651,757,629,791,674,763,31,21,52,0.68000000000,0.44000000000
Svay Rieng,Svay Rieng,200604,Pou Ta Hao,432,967,1051,2018,1356,120,119,124,170,153,167,151,154,93,105,0,0,0,0.00000000000,0.00000000000
Svay Rieng,Svay Rieng,200601,Svay Rieng,2790,6692,6906,13598,9264,1057,1091,1081,1182,1002,1032,967,946,418,488,20,8,28,0.30000000000,0.21000000000
Kandal,Leuk Daek,080503,Khpob Ateav,1174,2554,2645,5199,3305,406,379,369,377,321,311,307,308,258,269,18,26,44,1.33000000000,0.85000000000
Svay Rieng,Svay Teab,200703,Kandieng Reay,2123,4855,5028,9883,6610,659,747,958,904,700,762,474,582,380,444,2,0,2,0.03000000000,0.02000000000
Takeo,Prey Kabbas,210601,Angkanh,1420,3492,3577,7069,4422,560,529,574,557,372,478,347,425,258,322,21,24,45,1.02000000000,0.64000000000
Svay Rieng,Svay Chrum,200504,Kampong Chamlang,2710,6136,6315,12451,7350,844,835,995,1004,652,733,723,749,379,436,33,24,57,0.78000000000,0.46000000000
Takeo,Tram Kak,210909,Popel,1855,4644,5394,10038,5775,578,572,656,752,474,587,408,554,560,634,55,19,74,1.28000000000,0.74000000000
Takeo,Tram Kak,210908,Otdam Soriya,2230,6023,6459,12482,7357,842,869,817,864,718,759,601,712,506,669,81,18,99,1.35000000000,0.79000000000
Kandal,Kaoh Thum,080409,Preaek Chrey,2173,6349,5509,11858,8393,979,843,1334,892,873,871,733,743,554,571,64,68,132,1.57000000000,1.11000000000
Svay Rieng,Svay Chrum,200515,Svay Thum,3066,6057,6229,12286,7631,807,789,1020,1017,663,711,553,753,621,697,115,51,166,2.18000000000,1.35000000000
Svay Rieng,Svay Chrum,200503,Chambak,2318,5162,5577,10739,6660,766,709,885,1000,577,757,589,746,260,371,32,64,96,1.44000000000,0.89000000000
Prey Veng,Kampong Trabaek,140304,Chrey,1679,3477,3793,7270,4717,471,555,547,606,458,493,439,470,318,360,20,8,28,0.59000000000,0.39000000000
Svay Rieng,Svay Rieng,200606,Svay Toea,1240,2602,2941,5543,3806,497,501,483,482,319,426,269,427,131,271,0,3,3,0.08000000000,0.05000000000
Prey Veng,Peam Chor,140606,Krang Ta Yang,2025,4453,4614,9067,5231,651,640,688,738,558,561,446,492,227,230,33,94,127,2.43000000000,1.40000000000
Takeo,Samraong,210706,Lumchang,1496,3506,3645,7151,3990,491,487,472,462,388,445,405,396,183,261,56,30,86,2.16000000000,1.20000000000
Svay Rieng,Svay Rieng,200603,Koy Trabaek,655,1212,1503,2715,1748,170,233,147,272,153,184,131,230,99,129,0,0,0,0.00000000000,0.00000000000
Takeo,Angkor Borei,210102,Ba Srae,2133,4764,5038,9802,6064,735,725,874,959,527,595,377,591,295,386,50,46,96,1.58000000000,0.98000000000
Prey Veng,Kampong Trabaek,140312,Prey Poun,1784,3785,4002,7787,4655,436,478,494,579,478,521,529,500,289,351,9,7,16,0.34000000000,0.21000000000
Takeo,Angkor Borei,210106,Prey Phkoam,2121,4843,5221,10064,4820,541,511,528,588,539,519,452,520,285,337,144,116,260,5.39000000000,2.58000000000
Koh Kong,Srae Ambel,090604,Chrouy Svay,1033,2440,2245,4685,2466,297,295,304,291,287,232,265,237,108,150,32,30,62,2.51000000000,1.32000000000
Prey Veng,Kampong Trabaek,140303,Cheang Daek,2427,5060,5393,10453,6304,766,733,744,915,515,565,491,663,450,462,106,61,167,2.65000000000,1.60000000000
Svay Rieng,Svay Chrum,200511,Kruos,2938,6765,6459,13224,8322,1624,964,1040,1101,680,856,602,753,314,388,40,20,60,0.72000000000,0.45000000000
Kandal,Kaoh Thum,080401,Chheu Kmau,2199,5843,6005,11848,7282,728,748,875,854,766,723,788,784,491,525,314,282,596,8.18000000000,5.03000000000
Koh Kong,Kiri Sakor,090201,Kaoh Sdach,1023,2793,2242,5035,2832,357,258,425,354,399,322,301,234,97,85,23,18,41,1.45000000000,0.81000000000
Svay Rieng,Svay Chrum,200502,Basak,2060,4278,4744,9022,5225,620,653,530,674,511,633,460,525,281,338,2,9,11,0.21000000000,0.12000000000
Svay Rieng,Bavet,200801,Bati,1248,2675,2796,5471,2755,365,389,318,325,265,256,258,295,150,134,2,4,6,0.22000000000,0.11000000000
Takeo,Tram Kak,210904,Leay Bour,4703,10540,11960,22500,13581,1509,1562,1752,2006,1169,1327,1069,1383,754,1050,74,52,126,0.93000000000,0.56000000000
Prey Veng,Preah Sdach,140902,Banteay Chakrei,3488,7191,7861,15052,8584,919,983,1164,1260,805,905,797,744,467,540,74,43,117,1.36000000000,0.78000000000
Svay Rieng,Kampong Rou,200204,Preah Ponlea,1226,2564,2808,5372,3456,427,390,412,429,344,394,278,409,158,215,0,0,0,0.00000000000,0.00000000000
Svay Rieng,Svay Teab,200707,Prasoutr,1893,4177,4335,8512,5452,552,555,668,664,510,572,494,585,355,497,2,3,5,0.09000000000,0.06000000000
Svay Rieng,Chantrea,200108,Prey Kokir,1219,2495,2670,5165,3173,380,375,378,433,289,330,302,321,189,176,16,13,29,0.91000000000,0.56000000000
Kampot,Chum Kiri,070405,Srae Knong,1321,3049,3363,6412,3206,335,464,384,429,312,360,245,231,172,274,133,122,255,7.95000000000,3.98000000000
Svay Rieng,Bavet,200805,Prey Angkunh,1531,3239,3565,6804,4362,526,616,647,626,357,422,334,399,117,318,1,0,1,0.02000000000,0.01000000000
Svay Rieng,Kampong Rou,200209,Svay Ta Yean,2167,5201,5257,10458,6194,602,610,749,849,703,665,659,688,302,367,108,8,116,1.87000000000,1.11000000000
Takeo,Tram Kak,210915,Trapeang Thum Khang Tboung,2198,5196,5183,10379,6270,594,600,724,699,652,641,609,613,539,599,47,31,78,1.24000000000,0.75000000000
Takeo,Doun Kaev,210801,Baray,2468,6242,6696,12938,8573,1038,1028,1107,1175,736,776,712,891,486,624,271,228,499,5.82000000000,3.86000000000
Kandal,Kaoh Thum,080412,Sampov Pun,4206,10419,10874,21293,14018,1448,1608,1560,1623,1227,1407,1216,1229,1270,1430,17,11,28,0.20000000000,0.13000000000
Takeo,Angkor Borei,210101,Angkor Borei,2769,6972,7145,14117,7289,839,1018,911,1146,1061,825,434,458,268,329,102,91,193,2.65000000000,1.37000000000
Takeo,Tram Kak,210912,Ta Phem,3044,7519,8167,15686,9497,1018,960,1271,1385,830,994,743,958,551,787,61,33,94,0.99000000000,0.60000000000
Takeo,Doun Kaev,210802,Roka Knong,2711,6193,7014,13207,8390,941,1004,1044,1153,828,897,717,799,410,597,74,74,148,1.76000000000,1.12000000000
Svay Rieng,Bavet,200804,Prasat,584,1165,1215,2380,1473,222,180,223,242,129,123,108,136,45,65,3,5,8,0.54000000000,0.34000000000
Kandal,Leuk Daek,080507,Sandar,978,2169,2172,4341,2937,337,374,415,425,247,239,220,261,238,181,17,24,41,1.40000000000,0.94000000000
Prey Veng,Peam Chor,140608,Preaek Sambuor,913,2391,2249,4640,2764,430,358,359,368,286,281,194,225,148,115,24,27,51,1.85000000000,1.10000000000
Prey Veng,Preah Sdach,140908,Preah Sdach,2832,6251,6391,12642,7525,997,926,882,1002,649,731,655,717,459,507,40,30,70,0.93000000000,0.55000000000
Prey Veng,Kampong Trabaek,140302,Cham,2903,6327,6711,13038,7828,799,784,819,926,878,844,862,872,465,579,138,66,204,2.61000000000,1.56000000000
Takeo,Tram Kak,210901,Angk Ta Saom,3282,7531,8225,15756,10421,1265,1270,1467,1599,877,1001,802,1057,408,675,69,46,115,1.10000000000,0.73000000000
Prey Veng,Peam Chor,140609,Ruessei Srok,2164,4799,4998,9797,5855,771,815,838,932,559,643,398,424,224,251,27,34,61,1.04000000000,0.62000000000
Svay Rieng,Chantrea,200105,Me Sar Thngak,1368,2797,2885,5682,3693,566,497,543,551,254,316,316,366,93,191,2,6,8,0.22000000000,0.14000000000
Takeo,Tram Kak,210910,Samraong,1596,3463,3735,7198,4158,359,460,518,604,454,423,399,484,211,246,90,74,164,3.94000000000,2.28000000000
Kampot,Chum Kiri,070403,Snay Anhchit,1267,2737,2983,5720,3094,347,394,323,432,349,352,240,326,166,165,24,28,52,1.68000000000,0.91000000000
Svay Rieng,Kampong Rou,200207,Samlei,1697,3797,4188,7985,4845,495,564,518,605,427,571,552,510,298,305,3,6,9,0.19000000000,0.11000000000
Svay Rieng,Kampong Rou,200208,Samyaong,664,1193,1292,2485,1516,159,118,204,203,167,191,174,186,58,56,4,3,7,0.46000000000,0.28000000000
Takeo,Angkor Borei,210105,Preaek Phtoul,1570,4199,4177,8376,4557,594,532,580,563,434,427,410,435,271,311,36,37,73,1.60000000000,0.87000000000
Svay Rieng,Kampong Rou,200205,Prey Thum,943,1695,1739,3434,2254,159,185,358,308,311,200,174,241,117,201,4,3,7,0.31000000000,0.20000000000
Takeo,Treang,211009,Sambuor,2424,5920,6295,12215,7576,1054,1026,1032,1063,616,636,604,801,295,449,124,88,212,2.80000000000,1.74000000000
Takeo,Treang,211012,Srangae,1924,4478,5085,9563,6222,734,790,746,821,498,550,473,596,405,609,203,163,366,5.88000000000,3.83000000000
Takeo,Doun Kaev,210803,Roka Krau,3235,9721,9592,19313,11306,1384,1096,1526,1246,1118,1016,901,1585,570,864,90,41,131,1.16000000000,0.68000000000
Takeo,Tram Kak,210911,Srae Ronoung,1753,4457,4623,9080,5760,531,517,579,667,446,539,433,470,741,837,38,25,63,1.09000000000,0.69000000000
Preah Sihanouk,Kampong Seila,180404,Stueng Chhay,576,1351,1326,2677,1608,195,176,199,210,211,218,157,147,43,52,9,10,19,1.18000000000,0.71000000000
Svay Rieng,Kampong Rou,200202,Nhor,1686,3641,3860,7501,5152,657,663,585,677,438,540,416,575,250,351,5,0,5,0.10000000000,0.07000000000
Svay Rieng,Kampong Rou,200203,Khsaetr,2603,5518,6112,11630,7218,859,885,932,1060,678,682,543,799,323,457,4,1,5,0.07000000000,0.04000000000
Takeo,Tram Kak,210903,Kus,3372,7323,7862,15185,9758,996,1017,1274,1328,892,986,783,895,677,910,82,63,145,1.49000000000,0.95000000000
Prey Veng,Peam Chor,140604,Kaoh Roka,1400,3253,3400,6653,4282,579,567,604,650,389,423,369,361,158,182,42,41,83,1.94000000000,1.25000000000
Prey Veng,Peam Chor,140605,Kaoh Sampov,1860,4127,3744,7871,4549,622,544,774,721,414,424,378,342,167,163,0,5,5,0.11000000000,0.06000000000
Kandal,Leuk Daek,080502,K'am Samnar,1119,2476,2491,4967,3326,452,410,476,425,269,299,277,351,177,190,17,7,24,0.72000000000,0.48000000000
Takeo,Angkor Borei,210103,Kouk Thlok,629,1421,1589,3010,1646,203,291,212,210,137,167,148,158,59,61,3,8,11,0.67000000000,0.37000000000
Svay Rieng,Chantrea,200104,Chres,1646,3417,3701,7118,4197,522,535,446,502,389,429,383,418,253,320,24,11,35,0.83000000000,0.49000000000
Kampot,Chum Kiri,070406,Srae Samraong,1053,2149,2430,4579,2694,336,345,358,366,252,278,199,280,107,173,33,25,58,2.15000000000,1.27000000000
Svay Rieng,Kampong Rou,200201,Banteay Krang,703,1365,1358,2723,1681,195,149,218,200,195,170,117,184,112,141,13,9,22,1.31000000000,0.81000000000
